Timestamp,Username,ComputerID,fileAccessType,fileDestinationDirectory,NearbyUsers,computer_user_location,ComputerRoom
2025-03-26 01:07:13,Director1,Computer C1,File Deletion,C:\Users\janva\Downloads\Director1\Director1_DELETE_NON_2.docx,"['Manager2', 'AS1', 'AS2']",Room A,Room C
2025-03-26 01:07:18,Manager1,Computer C0,File Copy,C:\Users\janva\Downloads\AS2\Manager1_COPY_NON_OTHERS_3.docx,"['Manager2', 'AS1', 'AS2']",Room A,Room C
2025-03-26 01:07:25,Director1,Computer C0,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD.docx,"['Manager2', 'AS1', 'AS2']",Room A,Room C
2025-03-26 01:07:28,Director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['Manager2', 'AS1', 'AS2']",Room A,Room C
2025-03-26 01:07:30,Director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['Manager2', 'AS1', 'AS2']",Room A,Room C
2025-03-26 01:07:32,Director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['Manager2', 'AS1', 'AS2']",Room A,Room C
2025-03-26 01:07:38,AS2,Computer A0,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_4.docx,"['Manager1', 'Director1']",Room C,Room A
2025-03-26 01:07:44,AS2,Computer C1,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_6.docx,"['Manager2', 'AS1', 'AS2']",Room C,Room C
2025-03-26 01:20:24,AS2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPEN.docx,[],Room C,Room D
2025-03-26 01:26:39,Director2,Computer D,File Move,C:\Users\janva\Downloads\Director2_InternalFolder\Director2_MOVE_INTERNAL_1.docx,['Director2'],Room D,Room D
2025-03-26 00:58:15,AS2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD.docx,['Director2'],Room A,Room D
2025-03-26 00:58:16,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD.docx,['Director2'],Room A,Room D
2025-03-26 00:58:19,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD.docx,['Director2'],Room A,Room D
2025-03-26 00:58:21,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD.docx,['Director2'],Room A,Room D
2025-03-26 00:58:30,Director2,Computer A1,File Opening,C:\Users\janva\Downloads\Director2\~$rector2_OPEN.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A
2025-03-26 00:58:31,Director2,Computer A1,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPEN.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A
2025-03-26 00:58:35,Director1,Computer A1,File Move,C:\Users\janva\Downloads\Director1_InternalFolder\Director1_MOVE_INTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 00:58:42,AS1,Computer A1,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPENWMOD_NON.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 00:58:43,AS1,Computer A1,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 00:58:45,AS1,Computer A1,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 00:58:48,AS1,Computer A1,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 00:58:49,AS1,Computer A1,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 00:58:54,AS1,Computer A1,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_INTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 00:59:00,AS1,Computer A0,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN_NON.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 00:59:06,Director1,Computer D,File Deletion,C:\Users\janva\Downloads\Director1\Director1_DELETE_NON_1.docx,['Director2'],Room A,Room D
2025-03-26 00:59:10,Manager2,Computer D,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_NON_INTERNAL_1.docx,['Director2'],Room B,Room D
2025-03-26 00:59:15,Director2,Computer A0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director2_COPY_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A
2025-03-26 00:59:22,Manager1,Computer A1,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 00:59:29,AS1,Computer C1,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN_NON.docx,[],Room A,Room C
2025-03-26 00:59:35,Manager1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 00:59:39,Manager2,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_1.docx,['Director2'],Room B,Room D
2025-03-26 00:59:43,Director2,Computer A1,File Copy,C:\Users\janva\Downloads\Manager2\Director2_COPY_NON_OTHERS_1.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A
2025-03-26 00:59:49,AS1,Computer A0,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 00:59:56,AS2,Computer D,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_1.docx,['Director2'],Room A,Room D
2025-03-26 01:00:03,AS2,Computer A1,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPEN.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:00:10,Director1,Computer D,File Move,C:\Users\janva\Downloads\AS2\Director1_MOVE_NON_OTHERS_1.docx,['Director2'],Room A,Room D
2025-03-26 01:00:16,AS2,Computer A1,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPEN_NON.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:00:24,Manager2,Computer D,File Move,C:\Users\janva\Downloads\AS1\Manager2_MOVE_NON_OTHERS_1.docx,['Director2'],Room B,Room D
2025-03-26 01:00:30,AS2,Computer C0,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:00:33,AS2,Computer C0,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:00:34,AS2,Computer C0,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:00:36,AS2,Computer C0,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:00:40,Manager2,Computer D,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_1.docx,['Director2'],Room B,Room D
2025-03-26 01:00:45,Director2,Computer C1,File Move,C:\Users\janva\Downloads\Manager1\Director2_MOVE_OTHERS_1.docx,[],Room D,Room C
2025-03-26 01:00:50,AS1,Computer C0,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN.docx,[],Room A,Room C
2025-03-26 01:00:58,AS1,Computer D,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:01:01,AS1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:01:02,AS1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:01:03,AS1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:01:09,AS2,Computer A0,File Deletion,C:\Users\janva\Downloads\AS2\AS2_DELETE_NON_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:01:13,AS2,Computer A0,File Move,C:\Users\janva\Downloads\ExternalDrive\AS2_MOVE_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:01:17,Manager1,Computer D,File Copy,C:\Users\janva\Downloads\AS1\Manager1_COPY_NON_OTHERS_1.docx,['Director2'],Room B,Room D
2025-03-26 01:01:22,AS2,Computer D,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_NON_INTERNAL_1.docx,['Director2'],Room A,Room D
2025-03-26 01:01:29,AS2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:01:32,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:01:33,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:01:35,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:01:39,AS1,Computer A1,File Move,C:\Users\janva\Downloads\ExternalDrive\AS1_MOVE_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:01:44,Manager1,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_NON_EXTERNAL_1.docx,[],Room B,Room C
2025-03-26 01:01:49,Manager2,Computer D,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_2.docx,['Director2'],Room B,Room D
2025-03-26 01:01:56,Director2,Computer D,File Move,C:\Users\janva\Downloads\Manager2\Director2_MOVE_NON_OTHERS_1.docx,['Director2'],Room D,Room D
2025-03-26 01:02:02,Manager1,Computer A0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN_NON.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:02:02,Manager1,Computer A0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPEN_NON.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:02:07,Manager2,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_2.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:02:14,AS1,Computer C0,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:02:18,AS1,Computer C0,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:02:19,AS1,Computer C0,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:02:21,AS1,Computer C0,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:02:27,Director2,Computer A1,File Copy,C:\Users\janva\Downloads\Manager2\Director2_COPY_NON_OTHERS_2.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A
2025-03-26 01:02:35,Manager1,Computer C0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPENWMOD.docx,[],Room B,Room C
2025-03-26 01:02:36,Manager1,Computer C0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room B,Room C
2025-03-26 01:02:38,Manager1,Computer C0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room B,Room C
2025-03-26 01:02:40,Manager1,Computer C0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room B,Room C
2025-03-26 01:02:42,Manager1,Computer C0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room B,Room C
2025-03-26 01:02:49,Manager2,Computer A1,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPENWMOD.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:02:50,Manager2,Computer A1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:02:52,Manager2,Computer A1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:02:53,Manager2,Computer A1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:02:55,Manager2,Computer A1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:02:59,Director2,Computer C1,File Deletion,C:\Users\janva\Downloads\Director2\Director2_DELETE_1.docx,[],Room D,Room C
2025-03-26 01:03:05,AS2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_1.docx,['Director2'],Room A,Room D
2025-03-26 01:03:09,AS2,Computer A0,File Move,C:\Users\janva\Downloads\ExternalDrive\AS2_MOVE_NON_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:03:13,AS2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_NON_EXTERNAL_1.docx,[],Room A,Room C
2025-03-26 01:03:17,AS2,Computer C0,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_2.docx,[],Room A,Room C
2025-03-26 01:03:23,Manager1,Computer C1,File Move,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_MOVE_NON_INTERNAL_1.docx,[],Room B,Room C
2025-03-26 01:03:29,Director1,Computer D,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPEN_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:03:29,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPEN_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:03:33,Director2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director2_COPY_NON_EXTERNAL_1.docx,[],Room D,Room C
2025-03-26 01:03:37,Manager1,Computer C1,File Copy,C:\Users\janva\Downloads\AS1\Manager1_COPY_NON_OTHERS_2.docx,[],Room B,Room C
2025-03-26 01:03:43,Director1,Computer D,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD.docx,['Director2'],Room A,Room D
2025-03-26 01:03:44,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,['Director2'],Room A,Room D
2025-03-26 01:03:47,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,['Director2'],Room A,Room D
2025-03-26 01:03:48,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,['Director2'],Room A,Room D
2025-03-26 01:03:50,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,['Director2'],Room A,Room D
2025-03-26 01:03:53,AS1,Computer A0,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_NON_INTERNAL_2.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:03:58,AS2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_INTERNAL_1.docx,['Director2'],Room A,Room D
2025-03-26 01:04:03,AS2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_2.docx,['Director2'],Room A,Room D
2025-03-26 01:04:09,Manager1,Computer D,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPENWMOD.docx,['Director2'],Room B,Room D
2025-03-26 01:04:12,Manager1,Computer D,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,['Director2'],Room B,Room D
2025-03-26 01:04:13,Manager1,Computer D,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,['Director2'],Room B,Room D
2025-03-26 01:04:15,Manager1,Computer D,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,['Director2'],Room B,Room D
2025-03-26 01:04:19,Manager2,Computer A0,File Move,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_MOVE_INTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:04:22,Director1,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director1_COPY_EXTERNAL_1.docx,[],Room A,Room C
2025-03-26 01:04:27,AS2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_3.docx,['Director2'],Room A,Room D
2025-03-26 01:04:31,Manager2,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_3.docx,['Director2'],Room B,Room D
2025-03-26 01:04:35,AS1,Computer D,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_INTERNAL_2.docx,['Director2'],Room A,Room D
2025-03-26 01:04:39,AS2,Computer C0,File Deletion,C:\Users\janva\Downloads\AS2\AS2_DELETE_1.docx,[],Room A,Room C
2025-03-26 01:04:44,Manager1,Computer C1,File Move,C:\Users\janva\Downloads\AS2\Manager1_MOVE_NON_OTHERS_1.docx,[],Room B,Room C
2025-03-26 01:04:50,Director1,Computer D,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:04:50,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:04:53,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:04:54,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:04:56,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,['Director2'],Room A,Room D
2025-03-26 01:04:58,Manager1,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_NON_EXTERNAL_2.docx,[],Room B,Room C
2025-03-26 01:05:03,AS2,Computer A1,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_4.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:05:07,Manager1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_NON_EXTERNAL_3.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:05:11,AS1,Computer C1,File Move,C:\Users\janva\Downloads\ExternalDrive\AS1_MOVE_EXTERNAL_3.docx,[],Room A,Room C
2025-03-26 01:05:16,Manager2,Computer C0,File Move,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_MOVE_INTERNAL_2.docx,[],Room B,Room C
2025-03-26 01:05:20,Director1,Computer D,File Move,C:\Users\janva\Downloads\ExternalDrive\Director1_MOVE_NON_EXTERNAL_1.docx,['Director2'],Room A,Room D
2025-03-26 01:05:24,Director2,Computer A1,File Copy,C:\Users\janva\Downloads\Director2_InternalFolder\Director2_COPY_INTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A
2025-03-26 01:05:28,Director1,Computer A0,File Move,C:\Users\janva\Downloads\ExternalDrive\Director1_MOVE_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:05:33,Manager2,Computer D,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_OTHERS_1.docx,['Director2'],Room B,Room D
2025-03-26 01:05:36,AS1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_NON_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:05:40,AS1,Computer C1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_NON_EXTERNAL_2.docx,[],Room A,Room C
2025-03-26 01:05:44,AS2,Computer D,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_NON_INTERNAL_2.docx,['Director2'],Room A,Room D
2025-03-26 01:05:49,Manager2,Computer A1,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager2_MOVE_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:05:52,AS1,Computer A0,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_INTERNAL_3.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:05:59,AS2,Computer C1,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:06:03,AS2,Computer C1,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:06:05,AS2,Computer C1,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:06:07,AS2,Computer C1,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room A,Room C
2025-03-26 01:06:12,AS2,Computer A0,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_3.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:06:16,Director2,Computer A1,File Move,C:\Users\janva\Downloads\Director2_InternalFolder\Director2_MOVE_NON_INTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A
2025-03-26 01:06:23,Manager2,Computer D,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN.docx,['Director2'],Room B,Room D
2025-03-26 01:06:29,AS2,Computer C1,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_5.docx,[],Room A,Room C
2025-03-26 01:06:36,Director2,Computer A1,File Opening,C:\Users\janva\Downloads\Director2\~$rector2_OPEN.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A
2025-03-26 01:06:43,Manager2,Computer A0,File Copy,C:\Users\janva\Downloads\AS2\Manager2_COPY_NON_OTHERS_1.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A
2025-03-26 01:06:48,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_NON_OTHERS_2.docx,[],Room B,Room C
2025-03-26 01:06:53,Manager1,Computer C1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_EXTERNAL_2.docx,[],Room B,Room C
2025-03-26 01:07:00,Manager2,Computer C1,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN_NON.docx,[],Room B,Room C
2025-03-26 01:07:01,Manager2,Computer C1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPEN_NON.docx,[],Room B,Room C
2025-03-26 01:07:08,Director2,Computer A0,File Deletion,C:\Users\janva\Downloads\Director2\Director2_DELETE_NON_1.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A
2025-03-26 01:07:13,Director1,Computer C1,File Deletion,C:\Users\janva\Downloads\Director1\Director1_DELETE_NON_2.docx,[],Room A,Room C
2025-03-26 01:07:18,Manager1,Computer C0,File Copy,C:\Users\janva\Downloads\AS2\Manager1_COPY_NON_OTHERS_3.docx,[],Room B,Room C
2025-03-26 01:07:25,Director1,Computer C0,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD.docx,[],Room A,Room C
2025-03-26 01:07:28,Director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,[],Room A,Room C
2025-03-26 01:07:30,Director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,[],Room A,Room C
2025-03-26 01:07:32,Director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,[],Room A,Room C
2025-03-26 01:07:38,AS2,Computer A0,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_4.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A
2025-03-26 01:07:44,AS2,Computer C1,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_6.docx,[],Room A,Room C
2025-03-26 01:20:24,AS2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPEN.docx,['Director2'],Room A,Room D
2025-03-26 01:26:39,Director2,Computer D,File Move,C:\Users\janva\Downloads\Director2_InternalFolder\Director2_MOVE_INTERNAL_1.docx,['Director2'],Room D,Room D
2025-03-26 01:36:56,AS2,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_EXTERNAL_1.docx,"['AS2', 'Director2']",Room D,Room D
2025-03-26 01:38:28,AS1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_EXTERNAL_1.docx,['AS1'],Room A,Room A
2025-03-26 00:58:15,AS2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD.docx,[],Room A,Room D
2025-03-26 00:58:16,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD.docx,[],Room A,Room D
2025-03-26 00:58:19,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD.docx,[],Room A,Room D
2025-03-26 00:58:21,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD.docx,[],Room A,Room D
2025-03-26 00:58:30,Director2,Computer A1,File Opening,C:\Users\janva\Downloads\Director2\~$rector2_OPEN.docx,"['AS2', 'AS1', 'Manager1', 'Director2', 'Director1']",Room A,Room A
2025-03-26 00:58:31,Director2,Computer A1,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPEN.docx,"['AS2', 'AS1', 'Manager1', 'Director2', 'Director1']",Room A,Room A
2025-03-26 00:58:35,Director1,Computer A1,File Move,C:\Users\janva\Downloads\Director1_InternalFolder\Director1_MOVE_INTERNAL_1.docx,"['AS2', 'AS1', 'Manager1', 'Director2', 'Director1']",Room A,Room A
2025-03-26 00:58:42,AS1,Computer A1,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPENWMOD_NON.docx,"['AS2', 'AS1', 'Manager1', 'Director2', 'Director1']",Room A,Room A
2025-03-26 00:58:43,AS1,Computer A1,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,"['AS2', 'AS1', 'Manager1', 'Director2', 'Director1']",Room A,Room A
2025-03-26 00:58:45,AS1,Computer A1,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,"['AS2', 'AS1', 'Manager1', 'Director2', 'Director1']",Room A,Room A
