timestamp,username,computerid,fileaccesstype,filedestinationdirectory,nearbyusers,computer_user_location,computerroom,computer_user_role,shift_start,shift_end,day_type,assigned_computer_id,nearby_user_roles,file_destination,file_destination_name,file_type
2025-03-26 01:00:24,manager2,Computer D,File Move,C:\Users\janva\Downloads\AS1\Manager2_MOVE_NON_OTHERS_1.docx,['Director2'],Room B,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Director,janva,Manager2_MOVE_NON_OTHERS_1.docx,Non-confidential
2025-03-26 01:00:30,as2,Computer C0,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD_NON.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,~$2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:00:33,as2,Computer C0,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:00:34,as2,Computer C0,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:00:36,as2,Computer C0,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:00:40,manager2,Computer D,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_1.docx,['Director2'],Room B,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Director,janva,Manager2_COPY_INTERNAL_1.docx,Confidential
2025-03-26 01:00:45,director2,Computer C1,File Move,C:\Users\janva\Downloads\Manager1\Director2_MOVE_OTHERS_1.docx,[],Room D,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director2_MOVE_OTHERS_1.docx,Confidential
2025-03-26 01:00:50,as1,Computer C0,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,~$1_OPEN.docx,Confidential
2025-03-26 01:00:58,as1,Computer D,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,~$1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:01:01,as1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:01:02,as1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:01:03,as1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:01:09,as2,Computer A0,File Deletion,C:\Users\janva\Downloads\AS2\AS2_DELETE_NON_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Director, Administrative Staff, Administrative Staff",janva,AS2_DELETE_NON_1.docx,Non-confidential
2025-03-26 01:01:13,as2,Computer A0,File Move,C:\Users\janva\Downloads\ExternalDrive\AS2_MOVE_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Director, Administrative Staff, Administrative Staff",janva,AS2_MOVE_EXTERNAL_1.docx,Confidential
2025-03-26 01:01:17,manager1,Computer D,File Copy,C:\Users\janva\Downloads\AS1\Manager1_COPY_NON_OTHERS_1.docx,['Director2'],Room B,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Director,janva,Manager1_COPY_NON_OTHERS_1.docx,Non-confidential
2025-03-26 01:01:22,as2,Computer D,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_NON_INTERNAL_1.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS2_COPY_NON_INTERNAL_1.docx,Non-confidential
2025-03-26 01:01:29,as2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,~$2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:01:32,as2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:01:33,as2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:01:35,as2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:01:39,as1,Computer A1,File Move,C:\Users\janva\Downloads\ExternalDrive\AS1_MOVE_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Director, Administrative Staff, Administrative Staff",janva,AS1_MOVE_EXTERNAL_1.docx,Confidential
2025-03-26 01:01:44,manager1,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_NON_EXTERNAL_1.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_COPY_NON_EXTERNAL_1.docx,Non-confidential
2025-03-26 01:01:49,manager2,Computer D,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_2.docx,['Director2'],Room B,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Director,janva,Manager2_COPY_INTERNAL_2.docx,Confidential
2025-03-26 01:01:56,director2,Computer D,File Move,C:\Users\janva\Downloads\Manager2\Director2_MOVE_NON_OTHERS_1.docx,['Director2'],Room D,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director2_MOVE_NON_OTHERS_1.docx,Non-confidential
2025-03-26 01:02:02,manager1,Computer A0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN_NON.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Director, Administrative Staff, Administrative Staff",janva,~$nager1_OPEN_NON.docx,Non-confidential
2025-03-26 01:02:02,manager1,Computer A0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPEN_NON.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Director, Administrative Staff, Administrative Staff",janva,Manager1_OPEN_NON.docx,Non-confidential
2025-03-26 01:02:07,manager2,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_2.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Director, Administrative Staff, Administrative Staff",janva,Manager2_COPY_NON_EXTERNAL_2.docx,Non-confidential
2025-03-26 01:02:14,as1,Computer C0,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPENWMOD_NON.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,~$1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:02:18,as1,Computer C0,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:02:19,as1,Computer C0,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:02:21,as1,Computer C0,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:02:27,director2,Computer A1,File Copy,C:\Users\janva\Downloads\Manager2\Director2_COPY_NON_OTHERS_2.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,"Director, Administrative Staff, Administrative Staff",janva,Director2_COPY_NON_OTHERS_2.docx,Non-confidential
2025-03-26 01:02:35,manager1,Computer C0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPENWMOD.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,~$nager1_OPENWMOD.docx,Confidential
2025-03-26 01:02:36,manager1,Computer C0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_OPENWMOD.docx,Confidential
2025-03-26 01:02:38,manager1,Computer C0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_OPENWMOD.docx,Confidential
2025-03-26 01:02:40,manager1,Computer C0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_OPENWMOD.docx,Confidential
2025-03-26 01:02:42,manager1,Computer C0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_OPENWMOD.docx,Confidential
2025-03-26 01:02:49,manager2,Computer A1,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPENWMOD.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Director, Administrative Staff, Administrative Staff",janva,~$nager2_OPENWMOD.docx,Confidential
2025-03-26 01:02:50,manager2,Computer A1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Director, Administrative Staff, Administrative Staff",janva,Manager2_OPENWMOD.docx,Confidential
2025-03-26 01:02:52,manager2,Computer A1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Director, Administrative Staff, Administrative Staff",janva,Manager2_OPENWMOD.docx,Confidential
2025-03-26 01:02:53,manager2,Computer A1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Director, Administrative Staff, Administrative Staff",janva,Manager2_OPENWMOD.docx,Confidential
2025-03-26 01:02:55,manager2,Computer A1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Director, Administrative Staff, Administrative Staff",janva,Manager2_OPENWMOD.docx,Confidential
2025-03-26 01:02:59,director2,Computer C1,File Deletion,C:\Users\janva\Downloads\Director2\Director2_DELETE_1.docx,[],Room D,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director2_DELETE_1.docx,Confidential
2025-03-26 01:03:05,as2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_1.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS2_MOVE_NON_INTERNAL_1.docx,Non-confidential
2025-03-26 01:03:09,as2,Computer A0,File Move,C:\Users\janva\Downloads\ExternalDrive\AS2_MOVE_NON_EXTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Director, Administrative Staff, Administrative Staff",janva,AS2_MOVE_NON_EXTERNAL_1.docx,Non-confidential
2025-03-26 01:03:13,as2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_NON_EXTERNAL_1.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_COPY_NON_EXTERNAL_1.docx,Non-confidential
2025-03-26 01:03:17,as2,Computer C0,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_2.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_COPY_INTERNAL_2.docx,Confidential
2025-03-26 01:03:23,manager1,Computer C1,File Move,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_MOVE_NON_INTERNAL_1.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_MOVE_NON_INTERNAL_1.docx,Non-confidential
2025-03-26 01:03:29,director1,Computer D,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPEN_NON.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,~$rector1_OPEN_NON.docx,Non-confidential
2025-03-26 01:03:29,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPEN_NON.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director1_OPEN_NON.docx,Non-confidential
2025-03-26 01:03:33,director2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director2_COPY_NON_EXTERNAL_1.docx,[],Room D,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director2_COPY_NON_EXTERNAL_1.docx,Non-confidential
2025-03-26 01:03:37,manager1,Computer C1,File Copy,C:\Users\janva\Downloads\AS1\Manager1_COPY_NON_OTHERS_2.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_COPY_NON_OTHERS_2.docx,Non-confidential
2025-03-26 01:03:43,director1,Computer D,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,~$rector1_OPENWMOD.docx,Confidential
2025-03-26 01:03:44,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:03:47,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:03:48,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:03:50,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:03:53,as1,Computer A0,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_NON_INTERNAL_2.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Director, Administrative Staff, Administrative Staff",janva,AS1_COPY_NON_INTERNAL_2.docx,Non-confidential
2025-03-26 01:03:58,as2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_INTERNAL_1.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS2_MOVE_INTERNAL_1.docx,Confidential
2025-03-26 01:04:03,as2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_2.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS2_MOVE_NON_INTERNAL_2.docx,Non-confidential
2025-03-26 01:04:09,manager1,Computer D,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPENWMOD.docx,['Director2'],Room B,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Director,janva,~$nager1_OPENWMOD.docx,Confidential
2025-03-26 01:04:12,manager1,Computer D,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,['Director2'],Room B,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Director,janva,Manager1_OPENWMOD.docx,Confidential
2025-03-26 01:04:13,manager1,Computer D,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,['Director2'],Room B,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Director,janva,Manager1_OPENWMOD.docx,Confidential
2025-03-26 01:04:15,manager1,Computer D,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,['Director2'],Room B,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Director,janva,Manager1_OPENWMOD.docx,Confidential
2025-03-26 01:04:19,manager2,Computer A0,File Move,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_MOVE_INTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Director, Administrative Staff, Administrative Staff",janva,Manager2_MOVE_INTERNAL_1.docx,Confidential
2025-03-26 01:04:22,director1,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director1_COPY_EXTERNAL_1.docx,[],Room A,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_COPY_EXTERNAL_1.docx,Confidential
2025-03-26 01:04:27,as2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_3.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS2_MOVE_NON_INTERNAL_3.docx,Non-confidential
2025-03-26 01:04:31,manager2,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_3.docx,['Director2'],Room B,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Director,janva,Manager2_COPY_NON_EXTERNAL_3.docx,Non-confidential
2025-03-26 01:04:35,as1,Computer D,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_INTERNAL_2.docx,['Director2'],Room A,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Director,janva,AS1_COPY_INTERNAL_2.docx,Confidential
2025-03-26 01:04:39,as2,Computer C0,File Deletion,C:\Users\janva\Downloads\AS2\AS2_DELETE_1.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_DELETE_1.docx,Confidential
2025-03-26 01:04:44,manager1,Computer C1,File Move,C:\Users\janva\Downloads\AS2\Manager1_MOVE_NON_OTHERS_1.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_MOVE_NON_OTHERS_1.docx,Non-confidential
2025-03-26 01:04:50,director1,Computer D,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,~$rector1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:04:50,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:04:53,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:04:54,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:04:56,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:04:58,manager1,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_NON_EXTERNAL_2.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_COPY_NON_EXTERNAL_2.docx,Non-confidential
2025-03-26 01:05:03,as2,Computer A1,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_4.docx,"['Director1', 'AS1', 'AS2']",Room A,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Director, Administrative Staff, Administrative Staff",janva,AS2_MOVE_NON_INTERNAL_4.docx,Non-confidential
2025-03-26 01:05:07,manager1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_NON_EXTERNAL_3.docx,"['Director1', 'AS1', 'AS2']",Room B,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Director, Administrative Staff, Administrative Staff",janva,Manager1_COPY_NON_EXTERNAL_3.docx,Non-confidential
2025-03-26 01:05:11,as1,Computer C1,File Move,C:\Users\janva\Downloads\ExternalDrive\AS1_MOVE_EXTERNAL_3.docx,[],Room A,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS1_MOVE_EXTERNAL_3.docx,Confidential
2025-03-26 01:05:16,manager2,Computer C0,File Move,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_MOVE_INTERNAL_2.docx,[],Room B,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager2_MOVE_INTERNAL_2.docx,Confidential
2025-03-26 01:05:20,director1,Computer D,File Move,C:\Users\janva\Downloads\ExternalDrive\Director1_MOVE_NON_EXTERNAL_1.docx,['Director2'],Room A,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Director,janva,Director1_MOVE_NON_EXTERNAL_1.docx,Non-confidential
2025-03-26 01:05:24,director2,Computer A1,File Copy,C:\Users\janva\Downloads\Director2_InternalFolder\Director2_COPY_INTERNAL_1.docx,"['Director1', 'AS1', 'AS2']",Room D,Room A,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,"Director, Administrative Staff, Administrative Staff",janva,Director2_COPY_INTERNAL_1.docx,Confidential
